qt_p9hh25phtd,qt_xs4phvphtd,qt_ys4phvphtd,qt_h8phm6rhtd,qt_oldnq6rhtd
  tel:,"שד גושן משה 92 קריית מוצקין, ישראל",דואר ישראל סניף גושן קריית מוצקין,סניפי דואר,7
  tel:,"אביזוהר  8, ירושלים, ישראל",הפועלים בית הכרם,כספומטים,9
  tel:,"נור אל-דין  8, ירושלים, ישראל",הפועלים מזרח ירושלים,כספומטים,9
  tel:,"יפו  216, ירושלים, ישראל",הפועלים שערי העיר,כספומטים,9
  tel:,"שד' משה דיין  106, ירושלים, ישראל",הפועלים פסגת זאב,כספומטים,9
  tel:,"דרך חברון  101, ירושלים, ישראל",הפועלים תלפיות,כספומטים,9
  tel:,"נעמי שמר  7, בת ים, ישראל",דיסקונט הנביאים,כספומטים,9
  tel:,"עזה  38, ירושלים, ישראל",הפועלים רחביה,כספומטים,9
  tel:,"אגודת הפועל בנין 2  2, ירושלים, ישראל",הפועלים הגן הטכנולוגי,כספומטים,9
  tel:,"פארן  13, ירושלים, ישראל",הפועלים רמות אשכול,כספומטים,9
  tel:,"אקליפטוס 3 רמת ישי, ישראל",דואר ישראל רמת ישי,סניפי דואר,7
  tel:,"רבי עקיבא 38 נתיבות, ישראל",דואר ישראל רפיח ים נתיבות,סניפי דואר,7
  tel:,"יגאל אלון  3, בית שמש, ישראל",דיסקונט בית שמש,כספומטים,9
  tel:,"ההגנה  21, ירושלים, ישראל",הפועלים הגבעה הצרפתית,כספומטים,9
  tel:,"קניון כנעאן  1, ירכא, ישראל",הפועלים ירכא,כספומטים,9
  tel:,"כפר יאסיף די סנטר  0, כפר יאסיף, ישראל",הפועלים כפר יאסיף,כספומטים,9
  tel:,"שרת  6, כפר יונה, ישראל",הפועלים כפר יונה,כספומטים,9
  tel:,"רחוב ראשי  81, כפר כנא, ישראל",הפועלים כפר כנא,כספומטים,9
  tel:,"רחוב ראשי  0, כפר מנדא, ישראל",הפועלים כפר מנדא,כספומטים,9
  tel:,"בקעת נטופה  25, כפר סבא, ישראל",הפועלים הדר טל,כספומטים,9
  tel:,"ויצמן  102, כפר סבא, ישראל",הפועלים כפר סבא,כספומטים,9
  tel:,"הרצל  1, אשדוד, ישראל",דיסקונט אשדוד,כספומטים,9
  tel:,"מס דני 2 רמלה, ישראל",דואר ישראל היחידה המרכזית רמלה,סניפי דואר,7
  tel:,"שייח' אמין טריף 32 שפרעם, ישראל",דואר ישראל היחידה המרכזית שפרעם,סניפי דואר,7
  tel:,"כפר קרע  0, כפר קרע, ישראל",הפועלים כפר קרע,כספומטים,9
  tel:,"החורש  2, כפר שמריהו, ישראל",הפועלים כפר שמריהו,כספומטים,9
  tel:,"קהילת סלוניקי  7, תל אביב -יפו, ישראל",לאומי נאות אפקה,כספומטים,9
  tel:,"מרכז מסחרי  0, כפר תבור, ישראל",הפועלים כפר תבור,כספומטים,9
  tel:,"הגליל  6, כרמיאל, ישראל",הפועלים כרמיאל,כספומטים,9
  tel:,"שד' הציונות  1, לוד, ישראל",הפועלים לוד,כספומטים,9
  tel:,"נתב""ג, ת""ד 101  0, לוד, ישראל",הפועלים התעשיה האוירית,כספומטים,9
  tel:,"מדינת היהודים 85 הרצליה, ישראל",דואר ישראל ביזנס פארק,סניפי דואר,7
  tel:,"טרמינל  3, לוד, ישראל",הפועלים נמל תעופה בן גוריון,כספומטים,9
  tel:,"הראל  1, מבשרת ציון, ישראל",הפועלים מבשרת ציון,כספומטים,9
  tel:,"כיכר רבין 1 טבריה, ישראל",דואר ישראל היחידה המרכזית טבריה,סניפי דואר,7
  tel:,"קניון פריד, אזור התעשיה  0, מג'דל שמס, ישראל",הפועלים מג'דל שמס,כספומטים,9
  tel:,"כביש טבריה מג'אר  0, מגאר, ישראל",הפועלים מג'אר,כספומטים,9
  tel:,"דרך העמק  7, מגדל העמק, ישראל",הפועלים מגדל העמק,כספומטים,9
  tel:,"דם המכבים  38, מודיעין-מכבים-רעות, ישראל",הפועלים מודיעין,כספומטים,9
  tel:,"שד' אליהו  5, מזכרת בתיה, ישראל",הפועלים מזכרת בתיה,כספומטים,9
  tel:,"אליפלט  26, תל אביב -יפו, ישראל",לאומי עסקים פלורנטין,כספומטים,9
  tel:,"תופיק זיאד  370, שפרעם, ישראל",לאומי שפרעם,כספומטים,9
  tel:,"שלמה שרירא  קניון צים  3, מעלות-תרשיחא, ישראל",הפועלים מעלות תרשיחא,כספומטים,9
  tel:,"שד' בן גוריון  1, מצפה רמון, ישראל",הפועלים מצפה רמון,כספומטים,9
  tel:,"שד' הגעתון  37, נהרייה, ישראל",הפועלים נהריה,כספומטים,9
  tel:,"וולטה העלית 3 ירושלים, ישראל",דואר ישראל קרית יובל,סניפי דואר,7
  tel:,"קרן היסוד  2, רעננה, ישראל",לאומי רעננה,כספומטים,9
  tel:,"המרפא 1 ירושלים, ישראל",דואר ישראל הר החוצבים,סניפי דואר,7
  tel:," אורנית, ישראל",דואר ישראל אורנית,סניפי דואר,7
  tel:,"גלבוע 116 אלפי מנשה, ישראל",דואר ישראל אלפי מנשה,סניפי דואר,7
  tel:,"לב עלי 3 עלי, ישראל",דואר ישראל עלי,סניפי דואר,7
  tel:," ניר צבי, ישראל",דואר ישראל ניר צבי,סניפי דואר,7
  tel:,"אור חיים 11 טבריה, ישראל",דואר ישראל שכון ד רסקו,סניפי דואר,7
  tel:,"הירדן  79, רמת גן, ישראל",לאומי קסם,כספומטים,9
  tel:,"חרוד  7, נוף הגליל, ישראל",הפועלים חרוד,כספומטים,9
  tel:,"הבנים  1, נס ציונה, ישראל",הפועלים נס ציונה,כספומטים,9
  tel:,"בנין מגדלי נצרת , כביש עוקף נצרת  1, נצרת, ישראל",הפועלים נצרת עסקים פריפרד,כספומטים,9
  tel:,"פאולוס השישי  701, נצרת, ישראל",הפועלים נצרת,כספומטים,9
  tel:,"דרך השלום  17, נשר, ישראל",הפועלים נשר תל חנן,כספומטים,9
  tel:,"בעלי המלאכה, צים סנטר  5, נתיבות, ישראל",הפועלים נתיבות,כספומטים,9
  tel:,"גולדה מאיר  1, ראשון לציון, ישראל",לאומי מערב ראשון,כספומטים,9
  tel:,"האגס  0, ראש פינה, ישראל",לאומי ראש פינה,כספומטים,9
  tel:,"הרצל  32, נתניה, ישראל",הפועלים נתניה,כספומטים,9
  tel:,"ככר העצמאות  11, נתניה, ישראל",הפועלים הים,כספומטים,9
  tel:,"קברטאי 1 כפר כמא, ישראל",דואר ישראל כפר כמא,סניפי דואר,7
  tel:,"נתן יונתן  10, נתניה, ישראל",הפועלים עיר ימים,כספומטים,9
  tel:,"המלאכה  45, נתניה, ישראל",הפועלים נתניה business,כספומטים,9
  tel:,"רחוב ראשי פינת רחוב הגליל  0, סח'נין, ישראל",הפועלים סכנין,כספומטים,9
  tel:,"התמר  1, עומר, ישראל",הפועלים עומר,כספומטים,9
  tel:,"בן עמי  6, עכו, ישראל",הפועלים עכו,כספומטים,9
  tel:,"שדרות משה גושן  90, קריית מוצקין, ישראל",לאומי קרית מוצקין,כספומטים,9
  tel:,"הפרסה  1, עפולה, ישראל",הפועלים עפולה,כספומטים,9
  tel:,"מרכז מסחרי קפלן  1, עפולה, ישראל",הפועלים עפולה עלית,כספומטים,9
  tel:,"קרן היסוד  64, קריית ביאליק, ישראל",לאומי קרית ביאליק,כספומטים,9
  tel:,"חן  32, ערד, ישראל",הפועלים ערד,כספומטים,9
  tel:,"דרך אבא הלל 7 רמת גן, ישראל",דואר ישראל סילבר רמת-גן,סניפי דואר,7
  tel:,"רחוב ראשי עילוט, ישראל",דואר ישראל עילוט,סניפי דואר,7
  tel:,"שד' הדקלים, ככר הנשיא  1, פרדס חנה-כרכור, ישראל",הפועלים פרדס חנה,כספומטים,9
  tel:,"העצמאות  65, פתח תקווה, ישראל",הפועלים כפר גנים,כספומטים,9
  tel:,"חובבי ציון  1, פתח תקווה, ישראל",הפועלים פתח תקוה,כספומטים,9
  tel:,"הרברט סמואל 54 חדרה, ישראל",דואר ישראל היחידה המרכזית חדרה,סניפי דואר,7
  tel:,"רפאל איתן  3, פתח תקווה, ישראל",הפועלים אם המושבות,כספומטים,9
  tel:,"דרך יצחק רבין  1, פתח תקווה, ישראל",הפועלים פועלים Business פתח תקוה,כספומטים,9
  tel:,"הגדוד השלישי  39, צפת, ישראל",הפועלים צפת,כספומטים,9
  tel:,"רחובות, קינד מוטי 10, ישראל",יוחננוף יוחננוף סנטרו רחובות,מרכולים,1
  tel:,"רוטשילד  57, פתח תקווה, ישראל",לאומי מרכז קופות פתח תקוה,כספומטים,9
  tel:,"תל אביב -יפו, נחלת יצחק 20, ישראל","יוחננוף יוחננוף נחלת יצחק ת""א",מרכולים,1
  tel:,"המעלית פינת רח' הזרם  6, קדימה-צורן, ישראל",הפועלים קדימה,כספומטים,9
  tel:,"נתיבות, מרכז תעשיה 2, ישראל",יוחננוף יוחננוף מנהטן נתיבות,מרכולים,1
  tel:,"מרכז מסחרי  0, קיסריה, ישראל",הפועלים קיסריה,כספומטים,9
  tel:,"שד נוה יעקב 611 ירושלים, ישראל",דואר ישראל נוה יעקב,סניפי דואר,7
  tel:," אבו סנאן, ישראל",דואר ישראל אבו סנאן,סניפי דואר,7
  tel:,"רחוב ראשי  0, קלנסווה, ישראל",הפועלים קלנסווה,כספומטים,9
  tel:,"כביש ראשי כיכר פקיעין מערבי  0, פקיעין (בוקייעה), ישראל",לאומי פקיעין,כספומטים,9
  tel:,"הנשיא  57, קריית אונו, ישראל",הפועלים קרית אונו,כספומטים,9
  tel:,"ירושלים, האומן 10, ישראל",יוחננוף יוחננוף תלפיות,מרכולים,1
  tel:,"נתניה, הצורן 2, ישראל",יוחננוף הצורן,מרכולים,1
  tel:,"העצמאות  37, קריית אתא, ישראל",הפועלים קרית אתא,כספומטים,9
  tel:,"טבריה, יהודה הלוי 113, ישראל",יוחננוף טבריה,מרכולים,1
  tel:,"דרך עכו  192, קריית ביאליק, ישראל",הפועלים הקריון,כספומטים,9
  tel:,"כביש ראשי סכנין עראבה  0, סח'נין, ישראל",לאומי סכנין,כספומטים,9
  tel:,"שד' לכיש  30, קריית גת, ישראל",הפועלים קרית גת,כספומטים,9
  tel:,"יהודה הנשיא  1, קריית טבעון, ישראל",הפועלים קרית טבעון-הנשיא,כספומטים,9
  tel:,"נתיבות, בעלי מלאכה 2, ישראל",יוחננוף יוחננוף גלובוס נתיבות,מרכולים,1
  tel:,"חדרה, פרופסור דן שכטמן 10, ישראל",יוחננוף חדרה,מרכולים,1
  tel:,"זלמן שזר  10, נתניה, ישראל",לאומי רמת פולג,כספומטים,9
  tel:,"משה שרת  6, קריית ים, ישראל",הפועלים שרת,כספומטים,9
  tel:,"בית שאן, שד מנחם בגין 1, ישראל",יוחננוף יוחננוף בית שאן,מרכולים,1
  tel:,"שד' משה גושן  19, קריית מוצקין, ישראל",הפועלים קרית מוצקין,כספומטים,9
  tel:,"משעול הנשיא 8 שדרות, ישראל",דואר ישראל היחידה המרכזית שדרות,סניפי דואר,7
  tel:,"מעלה כמון 5 כרמיאל, ישראל",דואר ישראל סוכנות חוצות כרמיאל,סניפי דואר,7
  tel:,"קציר 1 רמת גן, ישראל","דואר ישראל תל השומר בי""ח",סניפי דואר,7
  tel:,"העצמאות 11 עכו, ישראל",דואר ישראל היחידה המרכזית עכו,סניפי דואר,7
  tel:,"זבוטינסקי  22, קריית מלאכי, ישראל",הפועלים קרית מלאכי,כספומטים,9
  tel:,"צומת המצודות, עמית סנטר  0, קריית שמונה, ישראל",הפועלים קרית שמונה,כספומטים,9
  tel:,"תל אביב -יפו, דרך בן צבי 112, ישראל",יוחננוף יוחננוף בן צבי,מרכולים,1
  tel:,"מבקיעים, מבקיעים 1, ישראל",יוחננוף יוחננוף גלובוס ס מבקיעים,מרכולים,1
  tel:,"ברקן  1, ראש העין, ישראל",הפועלים ראש העין,כספומטים,9
  tel:,"בת ים, הרב ניסנבוים יצחק 34, ישראל",יוחננוף יוחננוף בת ים,מרכולים,1
  tel:,"דרך האלוף עוזי נרקיס  1, מעלות-תרשיחא, ישראל",לאומי מעלות,כספומטים,9
  tel:,"הרכבת  2, מודיעין-מכבים-רעות, ישראל",לאומי מודיעין,כספומטים,9
  tel:,"מרכז מסחרי ""סנטר הגליל""  0, ראש פינה, ישראל",הפועלים ראש פינה,כספומטים,9
  tel:,"רוטשילד  78, ראשון לציון, ישראל",הפועלים השקד,כספומטים,9
  tel:,"רוטשילד  13, ראשון לציון, ישראל",הפועלים ראשון לציון,כספומטים,9
  tel:,"מודיעין-מכבים-רעות, שד המלאכות 24, ישראל",יוחננוף יוחננוף ישפרו מודיעין,מרכולים,1
  tel:,"ארבל  17, מבשרת ציון, ישראל",לאומי מבשרת ציון,כספומטים,9
  tel:,"מודיעין-מכבים-רעות, תשרי 34, ישראל",יוחננוף יוחננוף מודיעין כרמים,מרכולים,1
  tel:,"הנחשול  30, ראשון לציון, ישראל",הפועלים נוה-ים,כספומטים,9
  tel:,"ראש העין, עמל 2, ישראל",ויקטורי ויקטורי העמל 2,מרכולים,1
  tel:,"מרכז מסחרי  0, רהט, ישראל",הפועלים רהט,כספומטים,9
  tel:," נחף, ישראל",דואר ישראל נחף,סניפי דואר,7
  tel:,"הרצל  111, רחובות, ישראל",הפועלים הדרים,כספומטים,9
  tel:,"הרצל  179, רחובות, ישראל",הפועלים רחובות,כספומטים,9
  tel:,"קריית טבעון, מרוה 1, ישראל",ויקטורי קריתטבעון,מרכולים,1
  tel:,"נתניה, האורזים 2, ישראל",ויקטורי האורזים נתניה,מרכולים,1
  tel:,"דני מס  7, רמלה, ישראל",הפועלים רמלה,כספומטים,9
  tel:,"שדרות, סמ הפלדה 1, ישראל",ויקטורי ויקטורי שדרות,מרכולים,1
  tel:,"אבא הלל  12, רמת גן, ישראל",הפועלים יהלום,כספומטים,9
  tel:,"הטחנה  1, כפר סבא, ישראל",לאומי עסקים פסגת השרון,כספומטים,9
  tel:,"הרחוב הראשי  0, כפר יאסיף, ישראל",לאומי כפר יאסיף,כספומטים,9
  tel:,"גאיה סנטר  0, ירכא, ישראל",לאומי ירכא,כספומטים,9
  tel:,"ביאליק  32, רמת גן, ישראל",הפועלים רמת גן,כספומטים,9
  tel:,"הירדן  29, רמת גן, ישראל",הפועלים נוה רם,כספומטים,9
  tel:,"ירושלים, אגודת ספורט בית""ר 1, ישראל",ויקטורי מלחה,מרכולים,1
  tel:,"רמת גן, הרצל 52, ישראל",ויקטורי ויקטורי הרצל רמת גן,מרכולים,1
  tel:,"סוקולוב  90, רמת השרון, ישראל",הפועלים רמת השרון,כספומטים,9
  tel:,"רמת גן, דרך אבא הלל 101, ישראל",ויקטורי ויקטורי איילון,מרכולים,1
  tel:,"אחוזה  112, רעננה, ישראל",הפועלים רעננה,כספומטים,9
  tel:,"ברנשטיין פרץ 7 רמת גן, ישראל",דואר ישראל כפר המכביה,סניפי דואר,7
  tel:,"אצ""ל 16 תל אביב - יפו, ישראל",דואר ישראל שכונת התקוה,סניפי דואר,7
  tel:,"הרב לוין 18 עפולה, ישראל",דואר ישראל היחידה המרכזית עפולה,סניפי דואר,7
  tel:,"התדהר  16, רעננה, ישראל",הפועלים business רעננה,כספומטים,9
  tel:,"ככר הנשיא  8, שדרות, ישראל",הפועלים שדרות,כספומטים,9
  tel:,"חיפה, אנקואה רפאל הרב 24, ישראל",ויקטורי חיפה,מרכולים,1
  tel:,"המלך ג'ורג'  22, ירושלים, ישראל",לאומי המלך ג'ורג',כספומטים,9
  tel:,"אשלים, זאבי רחבעם 4, ישראל",ויקטורי ויקטורי,מרכולים,1
  tel:,"שד' עמק איילון  30, שוהם, ישראל",הפועלים שוהם,כספומטים,9
  tel:,"ראש העין, שבזי 26, ישראל",ויקטורי ראש העין,מרכולים,1
  tel:,"ג'ונבלאט שכונת אלעיין  0, שפרעם, ישראל",הפועלים שפרעם,כספומטים,9
  tel:,"יפו  208, ירושלים, ישראל",לאומי מרכז שירות ירושלים,כספומטים,9
  tel:,"רוטשילד  50, תל אביב -יפו, ישראל",הפועלים הסניף הראשי,כספומטים,9
  tel:,"הרצל  14, תל אביב -יפו, ישראל",הפועלים הרימון,כספומטים,9
  tel:,"חריש, ספיר 1, ישראל",ויקטורי חריש,מרכולים,1
  tel:,"מבשרת ציון, הראל 1, ישראל",ויקטורי קניון הראל,מרכולים,1
  tel:,"שהין סנטר הרח' הראשי  0, טייבה, ישראל",לאומי טייבה,כספומטים,9
  tel:,"דניאל פריש  3, תל אביב -יפו, ישראל",הפועלים שאול המלך,כספומטים,9
  tel:,"שוהם, שד עמק איילון 161, ישראל",ויקטורי ויקטורי,מרכולים,1
  tel:,"אחימאיר  33, תל אביב -יפו, ישראל",הפועלים רמת אביב ג',כספומטים,9
  tel:,"הפלמ""ח 100 צפת, ישראל",דואר ישראל היחידה המרכזית צפת,סניפי דואר,7
  tel:,"בגין מנחם 4 בני עי""ש, ישראל",דואר ישראל בני עייש,סניפי דואר,7
  tel:,"דיזנגוף  205, תל אביב -יפו, ישראל",הפועלים הצפון,כספומטים,9
  tel:,"לה גוורדיה  58, תל אביב -יפו, ישראל",הפועלים יד אליהו,כספומטים,9
  tel:,"תל אביב -יפו, ויצמן 53, ישראל",ויקטורי סיטי ויצמן,מרכולים,1
  tel:,"באר שבע, שד בן גוריון 15, ישראל",ויקטורי ויקטורי,מרכולים,1
  tel:,"שדרות הנשיא  123, חיפה, ישראל",לאומי הכרמל,כספומטים,9
  tel:,"שד' ישראל גורי  34, תל אביב -יפו, ישראל",הפועלים קרית שלום,כספומטים,9
  tel:,"כפר סבא, אנגל 80, ישראל","ויקטורי דימרי סנטר כ""ס",מרכולים,1
  tel:,"דרך ההגנה  63, תל אביב -יפו, ישראל",הפועלים שכונת התקוה,כספומטים,9
  tel:,"אבן גבירול  71, תל אביב -יפו, ישראל",הפועלים ככר יצחק רבין,כספומטים,9
  tel:,"פנחס רוזן  28, תל אביב -יפו, ישראל",הפועלים הדר יוסף,כספומטים,9
  tel:,"ירכא, ירכא 1, ישראל",מרכזה ירכא,מרכולים,1
  tel:,"נוף הגליל, העבודה 1, ישראל",מרכזה מרכזה נוף הגליל,מרכולים,1
  tel:,"שד' ירושלים  16, תל אביב -יפו, ישראל",הפועלים יפו,כספומטים,9
  tel:,"ראשון לציון, לוי משה 8, ישראל",חצי חינם חצי חינם ראשון לציון,מרכולים,1
  tel:,"דיזנגוף  64, תל אביב -יפו, ישראל",הפועלים לב דיזנגוף,כספומטים,9
  tel:,"עטרות ירושלים, ישראל",דואר ישראל קניון רמי לוי עטרות,סניפי דואר,7
  tel:,"הרצל 1 אשדוד, ישראל",דואר ישראל היחידה המרכזית אשדוד,סניפי דואר,7
  tel:,"האומן  17, חדרה, ישראל",לאומי עסקים חדרה,כספומטים,9
  tel:,"הקשת 6 תל אביב - יפו, ישראל",דואר ישראל קרית שלום,סניפי דואר,7
  tel:,"160 ג'לג'וליה, ישראל",דואר ישראל ג'לג'וליה,סניפי דואר,7
  tel:,"רחוב ראשי יסוד המעלה, ישראל",דואר ישראל יסוד המעלה,סניפי דואר,7
  tel:,"פנקס  32, תל אביב -יפו, ישראל",הפועלים פנקס,כספומטים,9
  tel:,"דרך מנחם בגין  23, תל אביב -יפו, ישראל",הפועלים   Business בגין תלא אביב ,כספומטים,9
  tel:,"ראשון לציון, לח""י 16, ישראל",חצי חינם חצי חינם הלחי,מרכולים,1
  tel:,"ראש פינה, מעלה גיא אוני 14, ישראל",סופר ספיר ראש פינה סופר ספיר ראש פינה,מרכולים,1
  tel:,"ברודצקי  43, תל אביב -יפו, ישראל",הפועלים אביבים,כספומטים,9
  tel:,"עפולה, חנקין יהושע 1, ישראל","שיווק רוסמן בע""מ רוסמן עפולה",מרכולים,1
  tel:,"הרצל  4, גן יבנה, ישראל",לאומי גן יבנה,כספומטים,9
  tel:,"יגאל אלון  65, תל אביב -יפו, ישראל",הפועלים פועלים Business יצחק שדה,כספומטים,9
  tel:,"מרכז מסחרי אום אל פחם  0, אום אל-פחם, ישראל",מרכנתיל אום אל פחם,כספומטים,9
  tel:,"יהדות קנדה  1, אור יהודה, ישראל",מרכנתיל אור יהודה,כספומטים,9
  tel:,"רמת גן, עוזיאל 113, ישראל",קרפור מגה בעיר,מרכולים,1
  tel:,"מרכז הכפר  0, ג'ש (גוש חלב), ישראל",לאומי גוש חלב,כספומטים,9
  tel:,"מעלה אדומים, צמח השדה 29, ישראל",קרפור ביתן מרקט,מרכולים,1
  tel:,"אכסאל  0, אכסאל, ישראל",מרכנתיל אכסאל,כספומטים,9
  tel:,"באר שבע, יוהנה ז'בוטינסקי 30, ישראל",קרפור נווה זאב,מרכולים,1
  tel:,"ראשי  0, אעבלין, ישראל",מרכנתיל אעבלין,כספומטים,9
  tel:,"כניסה לכפר  0, ג'ולס, ישראל",לאומי עסקים ג'וליס,כספומטים,9
  tel:,"דרך החטיבות 1 נוף הגליל, ישראל",דואר ישראל סוכנות מרכז עופר,סניפי דואר,7
  tel:,"שבי ציון  3, אשדוד, ישראל",מרכנתיל אשדוד,כספומטים,9
  tel:,"רבי יהודה הנשיא  8, אשדוד, ישראל",מרכנתיל יהודה הנשיא,כספומטים,9
  tel:,"בית שמש, יגאל אלון 1, ישראל",קרפור קרפור היפר,מרכולים,1
  tel:,"ראש העין, בן נון יהושע 77, ישראל",קרפור יהושוע בן נון,מרכולים,1
  tel:,"רגר יצחק  59, באר שבע, ישראל",מרכנתיל באר שבע,כספומטים,9
  tel:,"תל אביב -יפו, מרכוס דוד 13, ישראל",קרפור קרפור,מרכולים,1
  tel:,"בועיינה-נוג'ידאת  0, בועיינה-נוג'ידאת, ישראל",מרכנתיל בועיינה נג'ידאת,כספומטים,9
  tel:,"רמת השרון, חרושת 18, ישראל",יוחננוף יוחננוף רמת השרון,מרכולים,1
  tel:,"גן יבנה, המגינים 57, ישראל",יוחננוף יוחננוף גן יבנה,מרכולים,1
  tel:,"ישעיהו הנביא  4, בית שמש, ישראל",מרכנתיל בית שמש,כספומטים,9
  tel:,"האמוראים  30, בית שמש, ישראל",מרכנתיל רמת בית שמש,כספומטים,9
  tel:,"אשלים, שד ירושלים 5, ישראל",קרפור קרפור,מרכולים,1
  tel:,"מגדל העמק, הארזים 89, ישראל",קרפור יינות ביתן,מרכולים,1
  tel:,"אור יהודה, הפלדה 1, ישראל",יוחננוף יוחננוף,מרכולים,1
  tel:,"הר""ן  20, ביתר עילית, ישראל",מרכנתיל ביתר עילית,כספומטים,9
  tel:,"הוד השרון, בן גוריון 51, ישראל",קרפור הוד השרון,מרכולים,1
  tel:,"כהנמן  107, בני ברק, ישראל",מרכנתיל בני ברק,כספומטים,9
  tel:,"החוגה רמת אפעל 1 רמת גן, ישראל",דואר ישראל רמת אפעל,סניפי דואר,7
  tel:,"רחוב ראשי מגאר, ישראל",דואר ישראל סוכנות מג'אר,סניפי דואר,7
  tel:,"רבי עקיבא  140, בני ברק, ישראל",מרכנתיל רבי עקיבא,כספומטים,9
  tel:,"יגאל אלון  6, בית שמש, ישראל",לאומי בית שמש,כספומטים,9
  tel:,"שד' העצמאות  65, בת ים, ישראל",מרכנתיל בת ים,כספומטים,9
  tel:,"חיפה, הרצל 97, ישראל",קרפור שוק מהדרין הרצל,מרכולים,1
  tel:,"תל אביב -יפו, אחימאיר אבא 35, ישראל",קרפור קרפור,מרכולים,1
  tel:,"ג'דידה  0, ג'דיידה-מכר, ישראל",מרכנתיל ג'דידה מכר,כספומטים,9
  tel:,"חולון, ההסתדרות 106, ישראל",קרפור קרפור סיטי ההסתדרות,מרכולים,1
  tel:,"דבוריה  0, דבורייה, ישראל",מרכנתיל דבוריה,כספומטים,9
  tel:,"רעננה, סשה ארגוב 23, ישראל",יוחננוף יוחננוף רעננה,מרכולים,1
  tel:,"קריית עקרון, חסן מלך מרוקו השני 1, ישראל",יוחננוף יוחננוף בילו,מרכולים,1
  tel:,"דיר אל אסד  0, דייר אל-אסד, ישראל",מרכנתיל דיר אל אסד-בענה,כספומטים,9
  tel:,"דיר חנא  0, דייר חנא, ישראל",מרכנתיל דיר-חנא,כספומטים,9
  tel:,"רעננה, ההסתדרות 11, ישראל",קרפור קרפור רעננה,מרכולים,1
  tel:,"מגדל העמק, הניצנים 39, ישראל",קרפור שוק מהדרין מגדל העמק,מרכולים,1
  tel:,"המרכז המסחרי הישן  3, דימונה, ישראל",מרכנתיל דימונה,כספומטים,9
  tel:,"רמת גן, שד האורנים 16, ישראל",קרפור קרפור רמת אפעל בית אבות,מרכולים,1
  tel:,"ראשי  0, זרזיר, ישראל",מרכנתיל העמקים,כספומטים,9
  tel:," אפיקים, ישראל",דואר ישראל אפיקים,סניפי דואר,7
  tel:,"חדרה, משמר הגבול 1, ישראל",ויקטורי ויקטורי חדרה,מרכולים,1
  tel:,"הרברט סמואל  55, חדרה, ישראל",מרכנתיל חדרה,כספומטים,9
  tel:,"הרוקמים  26, חולון, ישראל",מרכנתיל חולון,כספומטים,9
  tel:,"אשלים, יצחק בן צבי 48, ישראל",ויקטורי יצחק בן צבי 48 אשקלון,מרכולים,1
  tel:,"רחובות, דרך ירושלים 15, ישראל",קרפור קרפור סיטי גני העיר,מרכולים,1
  tel:,"רמלה, קלוזנר 10, ישראל",קרפור קרפור רמלה,מרכולים,1
  tel:,"ראשי חורפיש  0, חורפיש, ישראל",מרכנתיל חורפיש,כספומטים,9
  tel:,"פתח תקווה, קפלן אליעזר 13, ישראל",קרפור קרפור בלינסון,מרכולים,1
  tel:,"שד' הנשיא  134, חיפה, ישראל",מרכנתיל מרכז הכרמל,כספומטים,9
  tel:,"אלנבי  36, חיפה, ישראל",מרכנתיל ואדי ניסנאס,כספומטים,9
  tel:,"יצחק רגר  11, באר שבע, ישראל",לאומי מרכז קופות באר שבע,כספומטים,9
  tel:,"כפר טורעאן  0, טורעאן, ישראל",מרכנתיל טורעאן,כספומטים,9
  tel:,"זכרון יעקב, הכובשים 1, ישראל",קרפור קרפור זכרון יעקוב,מרכולים,1
  tel:,"אשלים, ההסתדרות 40, ישראל",קרפור מגה קמעונאות,מרכולים,1
  tel:,"רחוב ראשי  0, טמרה, ישראל",מרכנתיל טמרה,כספומטים,9
  tel:,"דימונה, המלאכה 3, ישראל",ויקטורי ויקטורי,מרכולים,1
  tel:,"רחובות, דרך ירושלים 2, ישראל",קרפור קרפור מרקט שרונה,מרכולים,1
  tel:,"יאפת אל נאסרה  0, יפיע, ישראל",מרכנתיל יפיע,כספומטים,9
  tel:,"בן צבי 24 בית שמש, ישראל",דואר ישראל היחידה המרכזית בית שמש,סניפי דואר,7
  tel:,"עזרא 11 בני ברק, ישראל",דואר ישראל המחסן החד פעמי,סניפי דואר,7
  tel:,"השלושה 2 תל אביב - יפו, ישראל",דואר ישראל יד אליהו,סניפי דואר,7
  tel:,"ירושלים הבירה 1 בית שאן, ישראל",דואר ישראל סניף מרכזי בית שאן,סניפי דואר,7
  tel:,"שבטי ישראל  35, ירושלים, ישראל",מרכנתיל שבטי ישראל,כספומטים,9
  tel:,"מודיעין-מכבים-רעות, שד מנחם בגין 21, ישראל",ויקטורי ויקטורי מודיעין,מרכולים,1
  tel:,"חגי  21, ירושלים, ישראל",מרכנתיל גאולה,כספומטים,9
  tel:,"תל אביב -יפו, ניסים אלוני 10, ישראל",קרפור קרפור צמרות,מרכולים,1
  tel:,"אשלים, הפנינים 38, ישראל",קרפור קרפור,מרכולים,1
  tel:,"אבו עובדייה  2, ירושלים, ישראל",מרכנתיל סאלח א-דין,כספומטים,9
  tel:,"אשלים, לייפר- מילר רחל 17, ישראל",קרפור קרפור ברנע,מרכולים,1
  tel:,"יפו  64, ירושלים, ישראל",מרכנתיל ירושלים ראשי,כספומטים,9
